name,Type,Orbit (AU),e,Value ($),Est. Profit ($),Δv (km/s),Group
2018 RP6,?,2.603,0.353,0,0,8.486,MBA
2018 RO6,?,2.32,0.308,0,0,9.903,MCA
2018 RN6,?,2.8,0.38,0,0,8.847,MBA
2018 RM6,?,3.095,0.459,0,0,10.601,MBA
2018 RL6,?,1.087,0.071,0,0,11.462,APO
2018 RK6,?,1.382,0.314,0,0,4.816,APO
2018 RJ6,?,1.557,0.346,0,0,6.929,AMO
2018 RH6,?,0.988,0.229,0,0,5.813,ATE
2018 RG6,?,1.767,0.424,0,0,7.32,AMO
2018 RF6,?,1.018,0.084,0,0,10.726,APO
2018 RE6,?,1.421,0.356,0,0,7.917,APO
2018 RD6,?,1.598,0.41,0,0,5.423,APO
2018 RC6,?,1.287,0.19,0,0,8.672,AMO
2018 RB6,?,1.78,0.552,0,0,6.572,APO
2018 RA6,?,2.543,0.656,0,0,6.938,APO
2018 RZ5,?,2.88,0.736,0,0,8.549,APO
2018 RY5,?,2.351,0.755,0,0,8.905,APO
2018 RX5,?,1.589,0.49,0,0,11.451,APO
2018 RW5,?,1.686,0.545,0,0,6.608,APO
2018 RV5,?,2.27,0.444,0,0,10.975,AMO
2018 RU5,?,2.2,0.423,0,0,6.854,AMO
2018 RT5,?,1.963,0.511,0,0,5.809,APO
2018 RS5,?,2.064,0.633,0,0,7.223,APO
2018 RR5,?,1.321,0.244,0,0,4.454,APO
2018 RQ5,?,2.163,0.54,0,0,6.545,APO
2018 RP5,?,2.342,0.623,0,0,6.773,APO
2018 RO5,?,0.992,0.231,0,0,5.836,ATE
2018 RN5,?,1.785,0.236,0,0,10.307,MCA
2018 RM5,?,2.575,0.442,0,0,8.089,MCA
2018 RL5,?,1.83,0.074,0,0,10.506,IMB
2018 RK5,?,2.4,0.343,0,0,8.92,MCA
2018 RJ5,?,2.578,0.375,0,0,8.838,MCA
2018 RH5,?,2.019,0.485,0,0,6.082,AMO
2018 RG5,?,1.562,0.394,0,0,5.441,APO
2018 RF5,?,2.399,0.583,0,0,6.27,APO
2018 RE5,?,2.495,0.663,0,0,7.652,APO
2018 RD5,?,1.419,0.288,0,0,5.154,APO
2018 RC5,?,2.11,0.509,0,0,6.139,AMO
2018 RB5,?,1.666,0.346,0,0,5.567,AMO
2018 RA5,?,1.325,0.713,0,0,15.377,APO
2018 RZ4,?,2.271,0.555,0,0,6.915,APO
2018 RY4,?,2.751,0.459,0,0,8.657,MCA
2018 RX4,?,1.927,0.052,0,0,10.136,IMB
2018 RW4,?,3.074,0.411,0,0,9.934,MBA
2018 RV4,?,2.584,0.356,0,0,8.328,MCA
2018 RU4,?,2.591,0.365,0,0,10.667,MCA
2018 RT4,?,2.592,0.402,0,0,8.043,MCA
2018 RS4,?,2.628,0.36,0,0,8.458,MBA
2018 RR4,?,2.632,0.621,0,0,6.622,APO
2018 RQ4,?,1.607,0.402,0,0,5.155,APO
2018 RO4,?,1.141,0.155,0,0,9.956,APO
2018 RN4,?,1.604,0.323,0,0,12.675,AMO
2018 RM4,?,2.206,0.585,0,0,6.372,APO
2018 RL4,?,0.872,0.401,0,0,8.742,ATE
2018 RK4,?,2.315,0.412,0,0,9.212,MCA
2018 RJ4,?,2.41,0.335,0,0,10.474,MCA
2018 RH4,?,2.778,0.37,0,0,9.235,MBA
2018 RG4,?,2.642,0.412,0,0,8.306,MCA
2018 RF4,?,2.702,0.335,0,0,9.357,MBA
2018 RE4,?,1.56,0.347,0,0,5.341,AMO
2018 RD4,?,1.544,0.346,0,0,5.116,APO
2018 RC4,?,2.54,0.597,0,0,6.584,AMO
2018 RB4,?,1.064,0.112,0,0,4.741,APO
2018 RA4,?,2.146,0.524,0,0,6.335,AMO
2018 RZ3,?,1.408,0.255,0,0,10.059,AMO
2018 RY3,?,2.098,0.681,0,0,7.603,APO
2018 RX3,?,1.509,0.494,0,0,6.627,APO
2018 RW3,?,1.848,0.587,0,0,7.709,APO
2018 RV3,?,1.595,0.358,0,0,7.048,AMO
2018 RU3,?,0.956,0.252,0,0,6.669,ATE
2018 RT3,?,1.417,0.45,0,0,9.923,APO
2018 RS3,?,1.498,0.328,0,0,12.479,APO
2018 RR3,?,2.158,0.421,0,0,7.099,AMO
2018 RQ3,?,2.328,0.349,0,0,8.371,MCA
2018 RP3,?,2.141,0.318,0,0,7.543,MCA
2018 RO3,?,1.756,0.159,0,0,9.677,MCA
2018 RN3,?,2.489,0.403,0,0,7.79,MCA
2018 RM3,?,2.63,0.484,0,0,8.04,MCA
2018 RL3,?,2.817,0.456,0,0,8.509,MCA
2018 RK3,?,2.135,0.496,0,0,6.392,AMO
2018 RJ3,?,1.329,0.306,0,0,5.171,APO
2018 RH3,?,0.959,0.273,0,0,6.404,ATE
2018 RG3,?,2.361,0.564,0,0,6.358,AMO
2018 RF3,?,1.505,0.34,0,0,6.236,APO
2018 RE3,?,1.326,0.391,0,0,5.805,APO
2018 RD3,?,3.045,0.47,0,0,8.34,MCA
2018 RC3,?,1.924,0.52,0,0,6.735,APO
2018 RB3,?,2.187,0.518,0,0,6.889,AMO
2018 RA3,?,1.139,0.169,0,0,13.991,APO
2018 RZ2,?,1.287,0.164,0,0,9.918,AMO
2018 RY2,?,2.897,0.537,0,0,8.146,MCA
2018 RX2,?,2.308,0.37,0,0,7.675,MCA
2018 RW2,?,2.238,0.374,0,0,7.31,MCA
2018 RV2,?,2.904,0.456,0,0,8.184,MCA
2018 RU2,?,1.786,0.058,0,0,9.97,IMB
2018 RT2,?,2.574,0.275,0,0,9.33,MBA
2018 RS2,?,2.616,0.446,0,0,8.389,MCA
2018 RR2,?,21.411,0.641,0,0,15.242,CEN
2018 RQ2,?,1.524,0.407,0,0,7.835,APO
2018 RP2,?,1.539,0.274,0,0,5.377,AMO
2018 RO2,?,2.69,0.524,0,0,7.964,AMO
2018 RN2,?,0.882,0.349,0,0,9.429,ATE
2018 RM2,?,2.207,0.45,0,0,6.822,AMO
2018 RL2,?,2.339,0.47,0,0,7.519,AMO
2018 RK2,?,2.511,0.417,0,0,8.668,MCA
2018 RJ2,?,2.582,0.38,0,0,12.246,MCA
2018 RH2,?,2.671,0.388,0,0,8.619,MCA
2018 RG2,?,2.652,0.39,0,0,8.339,MCA
2018 RF2,?,1.024,0.34,0,0,7.355,APO
2018 RE2,?,1.274,0.232,0,0,5.903,APO
2018 RD2,?,0.808,0.311,0,0,8.919,ATE
2018 RC2,?,1.24,0.339,0,0,7.093,APO
2018 RB2,?,1.378,0.326,0,0,5.563,APO
2018 RA2,?,1.502,0.4,0,0,5.67,APO
2018 RZ1,?,1.868,0.452,0,0,6.148,AMO
2018 RY1,?,0.822,0.339,0,0,8.006,ATE
2018 RX1,?,1.473,0.291,0,0,6.089,AMO
2018 RW1,?,0.916,0.278,0,0,7.131,ATE
2018 RV1,?,2.196,0.502,0,0,6.459,AMO
2018 RU1,?,2.052,0.405,0,0,6.861,AMO
2018 RT1,?,2.113,0.504,0,0,6.158,AMO
2018 RS1,?,2.289,0.544,0,0,6.399,AMO
2018 RR1,?,1.075,0.141,0,0,4.4,APO
2018 RQ1,?,0.879,0.171,0,0,5.986,ATE
2018 RP1,?,1.447,0.338,0,0,5.538,APO
2018 RO1,?,1.369,0.351,0,0,6.212,APO
2018 RN1,?,1.827,0.502,0,0,6.574,APO
2018 RM1,?,2.948,0.525,0,0,8.09,MCA
2018 RL1,?,2.617,0.398,0,0,8.209,MCA
2018 RK1,?,2.329,0.312,0,0,11.303,MCA
2018 RJ1,?,2.735,0.423,0,0,9.187,MCA
2018 RH1,?,2.569,0.361,0,0,9.247,MCA
2018 RG1,?,2.354,0.28,0,0,8.11,MBA
2018 RF1,?,2.699,0.381,0,0,8.662,MBA
2018 RE1,?,2.693,0.81,0,0,9.803,APO
2018 RD1,?,1.504,0.309,0,0,6.888,AMO
2018 RC1,?,1.262,0.169,0,0,4.427,AMO
2018 RB1,?,1.119,0.282,0,0,5.721,APO
2018 RA1,?,1.142,0.324,0,0,6.383,APO
2018 RZ,?,2.523,0.757,0,0,8.521,APO
2018 RY,?,1.704,0.476,0,0,7.52,APO
2018 RX,?,2.265,0.564,0,0,8.701,APO
2018 RW,?,0.894,0.242,0,0,6.288,ATE
2018 RV,?,2.676,0.435,0,0,8.155,MCA
2018 RU,?,2.507,0.358,0,0,11.834,MCA
2018 RT,?,2.6,0.317,0,0,8.521,MBA
2018 RS,?,1.962,0.623,0,0,7.11,APO
2018 RR,?,1.101,0.178,0,0,6.623,APO
2018 RQ,?,2.397,0.629,0,0,6.767,APO
2018 RP,?,2.325,0.587,0,0,8.126,APO
2018 RO,?,1.817,0.443,0,0,5.49,APO
2018 RN,?,2.612,0.615,0,0,6.95,APO
2018 RM,?,2.817,0.768,0,0,13.409,APO
2018 RL,?,1.859,0.411,0,0,7.791,AMO
2018 RK,?,2.587,0.35,0,0,9.24,MBA
2018 RJ,?,1.993,0.171,0,0,10.856,MCA
2018 RH,?,3.164,0.379,0,0,11.131,MBA
2018 RG,?,2.206,0.37,0,0,7.299,MCA
2018 RF,?,2.244,0.598,0,0,6.938,APO
2018 RE,?,2.228,0.75,0,0,8.427,APO
2018 RC,?,0.882,0.219,0,0,6.239,ATE
2018 RB,?,1.949,0.732,0,0,8.586,APO (PHA)
2018 RA,?,1.883,0.464,0,0,5.691,APO
2018 QZ6,?,2.645,0.296,0,0,9.504,MBA
2018 QW6,?,3.145,0.183,0,0,12.518,MBA
2018 QV6,?,2.98,0.268,0,0,9.673,MBA
2018 QU6,?,2.734,0.327,0,0,9.174,MBA
2018 QT6,?,3.058,0.163,0,0,11.701,MBA
2018 QQ6,?,2.589,0.253,0,0,9.535,MBA
2018 QP6,?,2.681,0.18,0,0,10.221,MBA
2018 QN6,?,2.329,0.193,0,0,8.525,MBA
2018 QM6,?,3.104,0.184,0,0,10.083,MBA
2018 QL6,?,3.05,0.061,0,0,10.748,MBA
2018 QK6,?,2.546,0.178,0,0,10.063,MBA
2018 QJ6,?,2.294,0.221,0,0,8.749,MBA
2018 QH6,?,2.369,0.267,0,0,10.285,MBA
2018 QG6,?,2.284,0.16,0,0,8.752,MBA
2018 QF6,?,2.291,0.246,0,0,8.313,MBA
2018 QD6,?,2.195,0.202,0,0,8.244,MBA
2018 QC6,?,3.067,0.14,0,0,10.66,MBA
2018 QA6,?,3.086,0.114,0,0,13.214,MBA
2018 QZ5,?,2.256,0.103,0,0,8.967,MBA
2018 QY5,?,2.274,0.167,0,0,8.689,MBA
2018 QX5,?,2.7,0.248,0,0,9.494,MBA
2018 QW5,?,2.183,0.195,0,0,8.493,MBA
2018 QV5,?,3.204,0.278,0,0,10.906,OMB
2018 QU5,?,3.227,0.278,0,0,11.707,OMB
2018 QT5,?,2.761,0.19,0,0,11.878,MBA
2018 QR5,?,2.864,0.078,0,0,10.15,MBA
2018 QP5,?,3.061,0.087,0,0,10.407,MBA
2018 QO5,?,2.665,0.014,0,0,10.09,MBA
2018 QN5,?,3.166,0.113,0,0,11.373,MBA
2018 QM5,?,3.042,0.034,0,0,11.002,MBA
2018 QL5,?,2.7,0.315,0,0,8.967,MBA
2018 QG5,?,2.753,0.221,0,0,9.37,MBA
2018 QF5,?,2.774,0.309,0,0,10.465,MBA
2018 QE5,?,2.269,0.247,0,0,8.189,MBA
2018 QD5,?,2.587,0.256,0,0,9.446,MBA
2018 QC5,?,2.765,0.33,0,0,9.917,MBA
2018 QB5,?,3.154,0.096,0,0,13.123,MBA
2018 QZ4,?,3.234,0.212,0,0,11.163,OMB
2018 QW4,?,2.405,0.219,0,0,10.57,MBA
2018 QV4,?,2.77,0.185,0,0,11.895,MBA
2018 QU4,?,2.619,0.104,0,0,9.588,MBA
2018 QT4,?,2.629,0.063,0,0,9.852,MBA
2018 QS4,?,2.998,0.092,0,0,10.734,MBA
2018 QO4,?,2.377,0.102,0,0,9.196,MBA
2018 QN4,?,2.485,0.179,0,0,9.067,MBA
2018 QL4,?,3.177,0.268,0,0,10.68,MBA
2018 QF4,?,2.732,0.034,0,0,10.877,MBA
2018 QD4,?,2.248,0.222,0,0,11.302,MBA
2018 QC4,?,1.981,0.08,0,0,10.175,IMB
2018 QB4,?,2.392,0.083,0,0,9.283,MBA
2018 QA4,?,2.911,0.212,0,0,9.878,MBA
2018 QZ3,?,5.119,0.042,0,0,12.893,TJN
2018 QV3,?,2.426,0.134,0,0,9.369,MBA
2018 QU3,?,3.232,0.091,0,0,10.634,OMB
2018 QT3,?,2.784,0.179,0,0,10.526,MBA
2018 QR3,?,2.599,0.118,0,0,10.145,MBA
2018 QQ3,?,2.649,0.284,0,0,9.567,MBA
2018 QP3,?,2.93,0.269,0,0,9.336,MBA
2018 QO3,?,2.573,0.154,0,0,9.88,MBA
2018 QN3,?,2.172,0.192,0,0,8.232,MBA
2018 QM3,?,2.726,0.142,0,0,9.702,MBA
2018 QL3,?,2.992,0.284,0,0,9.655,MBA
2018 QK3,?,3.103,0.089,0,0,11.218,MBA
2018 QJ3,?,2.586,0.146,0,0,9.396,MBA
2018 QH3,?,2.687,0.216,0,0,9.183,MBA
2018 QG3,?,3.159,0.088,0,0,11.178,MBA
2018 QF3,?,2.746,0.3,0,0,8.857,MBA
2018 QE3,?,2.797,0.088,0,0,10.034,MBA
2018 QC3,?,2.763,0.073,0,0,10.078,MBA
2018 QB3,?,2.648,0.104,0,0,10.082,MBA
2018 QZ2,?,3.082,0.167,0,0,10.075,MBA
2018 QY2,?,2.651,0.163,0,0,9.989,MBA
2018 QX2,?,2.925,0.042,0,0,10.571,MBA
2018 QW2,?,3.246,0.199,0,0,10.604,OMB
2018 QU2,?,3.099,0.368,0,0,10.732,MBA
2018 QS2,?,2.538,0.182,0,0,10.026,MBA
2018 QR2,?,2.331,0.287,0,0,8.68,MCA
2018 QQ2,?,2.735,0.29,0,0,10.695,MBA
2018 QP2,?,2.784,0.308,0,0,9.677,MBA
2018 QN2,?,2.847,0.319,0,0,11.5,MBA
2018 QL2,?,4.027,0.322,0,0,10.295,OMB
2018 QK2,?,3.037,0.13,0,0,10.376,MBA
2018 QF2,?,3.096,0.188,0,0,9.973,MBA
2018 QD2,?,3.182,0.112,0,0,11.521,MBA
2018 QC2,?,3.16,0.161,0,0,10.211,MBA
2018 QB2,?,2.888,0.052,0,0,10.678,MBA
2018 QA2,?,2.772,0.043,0,0,10.168,MBA
2018 QY1,?,2.668,0.116,0,0,9.778,MBA
2018 QX1,?,2.593,0.119,0,0,10.33,MBA
2018 QW1,?,1.034,0.326,0,0,8.49,APO
2018 QV1,?,2.284,0.515,0,0,8.91,AMO
2018 QU1,?,1.881,0.543,0,0,6.435,APO
2018 QT1,?,0.659,0.595,0,0,14.04,ATE
2018 QS1,?,0.98,0.142,0,0,10.834,ATE
2018 QR1,?,1.432,0.326,0,0,10.573,APO
2018 QQ1,?,1.9,0.409,0,0,6.212,AMO
2018 QP1,?,1.692,0.472,0,0,7.054,APO
2018 QO1,?,1.475,0.194,0,0,8.396,AMO
2018 QN1,?,2.282,0.557,0,0,6.468,APO (PHA)
2018 QM1,?,2.265,0.338,0,0,7.984,MCA
2018 QL1,?,2.322,0.392,0,0,7.564,MCA
2018 QK1,?,2.883,0.45,0,0,8.55,MCA
2018 QJ1,?,2.158,0.54,0,0,6.472,APO
2018 QH1,?,1.347,0.344,0,0,7.073,APO
2018 QG1,?,3.167,0.519,0,0,10.923,MCA
2018 QF1,?,1.275,0.219,0,0,9.439,APO
2018 QE1,?,2.74,0.476,0,0,8.16,MCA
2018 QD1,?,1.768,0.119,0,0,13.877,MCA
2018 QC1,?,3.131,0.496,0,0,8.527,MCA
2018 QB1,?,2.195,0.278,0,0,7.778,MCA
2018 QA1,?,2.053,0.496,0,0,7.411,AMO
2018 QZ,?,2.159,0.54,0,0,6.481,APO
2018 QY,?,1.413,0.455,0,0,7.543,APO
2018 QX,?,1.477,0.309,0,0,4.861,AMO
2018 QW,?,1.345,0.21,0,0,8.902,AMO
2018 QV,?,3.34,0.6,0,0,8.24,OMB
2018 QU,?,1.827,0.362,0,0,7.555,AMO
2018 QT,?,2.275,0.613,0,0,6.62,APO (PHA)
2018 QS,?,1.817,0.48,0,0,5.646,APO
2018 QR,?,2.091,0.464,0,0,6.203,AMO
2018 QQ,?,1.308,0.216,0,0,4.76,AMO
2018 QP,?,2.453,0.517,0,0,6.858,AMO
2018 QO,?,1.489,0.263,0,0,8.01,AMO
2018 QN,?,2.392,0.389,0,0,7.684,MCA
2018 QM,?,1.846,0.081,0,0,10.933,IMB
2018 QL,?,2.273,0.419,0,0,7.458,MCA
2018 QK,?,1.703,0.131,0,0,11.5,MCA
2018 QJ,?,1.889,0.112,0,0,11.151,IMB
2018 QH,?,1.821,0.042,0,0,12.132,IMB
2018 QG,?,1.879,0.11,0,0,11.047,IMB
2018 QF,?,1.915,0.066,0,0,10.039,IMB
2018 QE,?,1.313,0.247,0,0,4.312,APO
2018 QD,?,1.872,0.101,0,0,11.139,IMB
2018 QC,?,1.849,0.072,0,0,11.238,IMB
2018 QB,?,2.561,0.417,0,0,11.517,MCA
2018 QA,?,1.988,0.708,0,0,8.429,APO
2018 PL28,?,19.57,0.863,0,0,22.947,CEN
2018 PK28,?,2.855,0.084,0,0,10.113,MBA
2018 PJ28,?,3.12,0.28,0,0,11.472,MBA
2018 PH28,?,2.518,0.047,0,0,9.727,MBA
2018 PG28,?,2.408,0.169,0,0,9.069,MBA
2018 PD28,?,2.417,0.054,0,0,10.676,MBA
2018 PC28,?,2.589,0.106,0,0,10.734,MBA
2018 PB28,?,2.262,0.149,0,0,8.931,MBA
2018 PY27,?,2.597,0.245,0,0,9.759,MBA
2018 PX27,?,2.637,0.049,0,0,9.892,MBA
2018 PV27,?,2.625,0.097,0,0,10.06,MBA
2018 PU27,?,2.665,0.116,0,0,9.666,MBA
2018 PT27,?,3.214,0.249,0,0,10.607,OMB
2018 PS27,?,2.936,0.088,0,0,10.924,MBA
2018 PR27,?,3.143,0.096,0,0,11.235,MBA
2018 PO27,?,1.904,0.093,0,0,9.885,IMB
2018 PN27,?,2.212,0.199,0,0,8.36,MBA
2018 PA27,?,3.09,0.117,0,0,10.334,MBA
2018 PY26,?,2.39,0.209,0,0,8.631,MBA
2018 PW26,?,2.558,0.267,0,0,8.755,MBA
2018 PV26,?,3.193,0.087,0,0,11.496,MBA
2018 PU26,?,3.068,0.172,0,0,10.049,MBA
2018 PS26,?,2.526,0.132,0,0,9.304,MBA
2018 PQ26,?,2.262,0.195,0,0,8.431,MBA
2018 PN26,?,2.627,0.06,0,0,9.837,MBA
2018 PM26,?,3.194,0.222,0,0,13.197,MBA
2018 PL26,?,3.001,0.092,0,0,10.591,MBA
2018 PJ26,?,3.205,0.264,0,0,12.044,OMB
2018 PH26,?,3.178,0.243,0,0,10.855,MBA
2018 PG26,?,3.129,0.152,0,0,13.228,MBA
2018 PE26,?,2.978,0.231,0,0,10.497,MBA
2018 PZ25,?,2.996,0.134,0,0,10.451,MBA
2018 PV25,?,3.072,0.274,0,0,9.534,MBA
2018 PU25,?,3.897,0.188,0,0,10.907,OMB
2018 PT25,?,3.149,0.087,0,0,10.578,MBA
2018 PP25,?,3.155,0.11,0,0,10.59,MBA
2018 PE25,?,2.381,0.233,0,0,10.719,MBA
2018 PB25,?,3.256,0.113,0,0,10.627,OMB
2018 PA25,?,1.355,0.537,0,0,8.034,APO
2018 PZ24,?,2.468,0.449,0,0,7.568,MCA
2018 PY24,?,2.129,0.196,0,0,14.269,MBA
2018 PX24,?,1.846,0.586,0,0,6.976,APO
2018 PV24,?,1.067,0.219,0,0,5.348,APO
2018 PU24,?,1.766,0.473,0,0,5.662,APO (PHA)
2018 PT24,?,2.195,0.342,0,0,7.533,MCA
2018 PS24,?,2.368,0.553,0,0,6.455,AMO
2018 PR24,?,2.011,0.565,0,0,6.84,APO
2018 PQ24,?,2.122,0.469,0,0,6.355,AMO
2018 PP24,?,2.865,0.538,0,0,8.242,MCA
2018 PO24,?,2.199,0.363,0,0,7.417,MCA
2018 PN24,?,2.167,0.284,0,0,7.909,MCA
2018 PM24,?,2.639,0.397,0,0,8.773,MCA
2018 PL24,?,2.387,0.397,0,0,7.794,MCA
2018 PK24,?,1.942,0.663,0,0,7.802,APO (PHA)
2018 PJ24,?,2.285,0.401,0,0,7.28,MCA
2018 PH24,?,2.362,0.423,0,0,7.268,MCA
2018 PG24,?,2.82,0.516,0,0,8.386,MCA
2018 PF24,?,1.505,0.125,0,0,9.611,MCA
2018 PE24,?,2.793,0.426,0,0,8.289,MCA
2018 PD24,?,1.849,0.13,0,0,11.04,MCA
2018 PC24,?,3.35,0.49,0,0,9.404,OMB
2018 PB24,?,2.565,0.408,0,0,8.312,MCA
2018 PA24,?,2.082,0.3,0,0,7.695,MCA
2018 PZ23,?,1.554,0.379,0,0,5.101,APO
2018 PY23,?,2.06,0.786,0,0,9.099,APO
2018 PX23,?,2.219,0.604,0,0,7.312,APO
2018 PW23,?,2.331,0.452,0,0,7.062,AMO
2018 PV23,?,2.409,0.461,0,0,7.69,AMO
2018 PU23,?,0.964,0.084,0,0,4.422,ATE
2018 PT23,?,2.352,0.668,0,0,7.178,APO
2018 PS23,?,2.658,0.516,0,0,7.387,AMO
2018 PR23,?,1.224,0.259,0,0,4.813,APO
2018 PQ23,?,2.165,0.612,0,0,8.468,APO (PHA)
2018 PP23,?,1.63,0.208,0,0,7.713,AMO
2018 PO23,?,2.217,0.349,0,0,18.628,MCA
2018 PN23,?,2.084,0.416,0,0,6.682,AMO
2018 PM23,?,1.467,0.221,0,0,9.521,AMO
2018 PL23,?,1.567,0.787,0,0,11.034,APO (PHA)
2018 PK23,?,2.764,0.399,0,0,8.867,MCA
2018 PJ23,?,1.913,0.074,0,0,11.711,IMB
2018 PH23,?,3.073,0.46,0,0,10.07,MCA
2018 PG23,?,1.87,0.089,0,0,10.358,IMB
2018 PF23,?,3.105,0.088,0,0,10.903,MBA
2018 PE23,?,2.711,0.296,0,0,13.397,MBA
2018 PD23,?,2.238,0.34,0,0,7.497,MCA
2018 PB23,?,1.866,0.231,0,0,12.622,MCA
2018 PA23,?,2.171,0.334,0,0,7.392,MCA
2018 PZ22,?,1.577,0.09,0,0,11.875,MCA
2018 PY22,?,2.079,0.365,0,0,6.979,MCA
2018 PX22,?,1.918,0.202,0,0,9.578,MCA
2018 PW22,?,2.589,0.348,0,0,9.17,MBA
2018 PV22,?,1.877,0.088,0,0,10.922,IMB
2018 PU22,?,1.844,0.069,0,0,10.955,IMB
2018 PT22,?,1.802,0.076,0,0,9.921,MCA
2018 PS22,?,1.98,0.107,0,0,12.52,IMB
2018 PR22,?,1.954,0.111,0,0,11.059,IMB
2018 PQ22,?,1.971,0.151,0,0,9.327,IMB
2018 PP22,?,1.743,0.119,0,0,9.345,MCA
2018 PO22,?,1.796,0.448,0,0,6.614,APO
2018 PN22,?,0.997,0.039,0,0,4.558,ATE
2018 PM22,?,2.578,0.575,0,0,6.708,AMO
2018 PL22,?,2.154,0.501,0,0,6.623,AMO
2018 PK22,?,2.257,0.51,0,0,6.487,AMO
2018 PJ22,?,2.683,0.562,0,0,8.008,AMO
2018 PH22,?,1.651,0.613,0,0,7.543,APO
2018 PG22,?,1.291,0.417,0,0,6.786,APO
2018 PF22,?,2.367,0.809,0,0,11.104,APO
2018 PE22,?,2.818,0.568,0,0,7.247,AMO
2018 PD22,?,0.794,0.542,0,0,11.255,ATE
2018 PC22,?,2.136,0.466,0,0,6.821,AMO
2018 PB22,?,1.44,0.827,0,0,18.367,APO
2018 PA22,?,2.014,0.458,0,0,6.009,AMO
2018 PZ21,?,0.857,0.257,0,0,6.915,ATE
2018 PY21,?,2.197,0.425,0,0,7.04,AMO
2018 PX21,?,1.347,0.179,0,0,10.213,AMO
2018 PW21,?,2.135,0.492,0,0,6.664,AMO
2018 PV21,?,2.001,0.454,0,0,6.247,AMO
2018 PU21,?,1.313,0.057,0,0,8.07,AMO
2018 PT21,?,2.735,0.56,0,0,8.345,AMO
2018 PS21,?,1.819,0.103,0,0,10.334,MCA
2018 PR21,?,1.99,0.15,0,0,11.665,IMB
2018 PQ21,?,1.913,0.108,0,0,9.711,IMB
2018 PP21,?,2.1,0.342,0,0,7.149,MCA
2018 PO21,?,1.835,0.11,0,0,11.428,MCA
2018 PN21,?,1.774,0.415,0,0,6.27,AMO
2018 PM21,?,1.316,0.173,0,0,4.869,AMO
2018 PL21,?,1.734,0.469,0,0,8.818,APO
2018 PK21,?,0.988,0.081,0,0,4.146,ATE
2018 PJ21,?,2.211,0.455,0,0,6.958,AMO
2018 PH21,?,1.906,0.652,0,0,7.519,APO
2018 PG21,?,2.532,0.644,0,0,8.215,APO
2018 PF21,?,1.996,0.361,0,0,10.088,AMO
2018 PE21,?,1.891,0.329,0,0,6.939,AMO
2018 PD21,?,1.86,0.242,0,0,10.058,MCA
2018 PC21,?,1.883,0.242,0,0,13.026,MCA
2018 PB21,?,2.149,0.393,0,0,7.319,MCA
2018 PA21,?,2.276,0.423,0,0,7.057,MCA
2018 PZ20,?,2.185,0.393,0,0,7.337,MCA
2018 PY20,?,1.928,0.305,0,0,6.879,MCA
2018 PX20,?,2.54,0.427,0,0,10.927,MCA
2018 PW20,?,1.385,0.041,0,0,6.766,MCA
2018 PV20,?,1.877,0.146,0,0,10.931,MCA
2018 PU20,?,2.543,0.371,0,0,11.648,MCA
2018 PT20,?,2.316,0.44,0,0,7.263,AMO
2018 PS20,?,2.801,0.506,0,0,7.852,MCA
2018 PR20,?,2.45,0.414,0,0,7.574,MCA
2018 PQ20,?,1.903,0.213,0,0,7.658,MCA
2018 PP20,?,2.845,0.488,0,0,8.142,MCA
2018 PO20,?,1.32,0.234,0,0,5.302,APO
2018 PN20,?,1.689,0.378,0,0,7.491,AMO
2018 PM20,?,1.998,0.51,0,0,5.904,APO
2018 PL20,?,1.418,0.225,0,0,6.618,AMO
2018 PK20,?,0.891,0.275,0,0,7.552,ATE
2018 PJ20,?,2.291,0.608,0,0,6.583,APO
2018 PH20,?,2.613,0.186,0,0,14.053,MBA
2018 PG20,?,2.613,0.263,0,0,13.253,MBA
2018 PF20,?,3.048,0.488,0,0,9.254,MCA
2018 PE20,?,2.126,0.332,0,0,7.216,MCA
2018 PD20,?,1.069,0.32,0,0,6.864,APO
2018 PC20,?,1.709,0.404,0,0,5.808,AMO
2018 PB20,?,2.921,0.579,0,0,7.612,AMO
2018 PA20,?,1.658,0.282,0,0,12.048,AMO
2018 PZ19,?,2.124,0.578,0,0,6.68,APO
2018 PY19,?,2.96,0.527,0,0,8.605,MCA
2018 PX19,?,1.994,0.362,0,0,11.254,AMO
2018 PW19,?,2.872,0.421,0,0,9.316,MCA
2018 PV19,?,2.29,0.374,0,0,7.565,MCA
2018 PU19,?,2.27,0.374,0,0,8.082,MCA
2018 PS19,?,2.272,0.202,0,0,8.923,MBA
2018 PE19,?,2.163,0.157,0,0,8.295,MBA
2018 PJ18,?,2.64,0.34,0,0,8.685,MBA
2018 PH18,?,2.207,0.205,0,0,8.209,MBA
2018 PG18,?,3.117,0.273,0,0,10.502,MBA
2018 PF18,?,1.851,0.247,0,0,8.252,MCA
2018 PC18,?,2.234,0.374,0,0,7.704,MCA
2018 PO17,?,2.22,0.293,0,0,7.885,MCA
2018 PM17,?,2.348,0.207,0,0,8.667,MBA
2018 PG17,?,5.273,0.076,0,0,13.323,TJN
2018 PE17,?,2.902,0.016,0,0,10.534,MBA
2018 PC17,?,3.088,0.126,0,0,10.527,MBA
2018 PZ16,?,1.896,0.102,0,0,10.267,IMB
2018 PS16,?,2.962,0.025,0,0,11.207,MBA
2018 PR16,?,2.327,0.236,0,0,8.327,MBA
2018 PQ16,?,2.703,0.126,0,0,10.204,MBA
